dt,visitor_count,is_weekend,month,weekofyear,dayofweek,quarter,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,traffic_proxy,traffic_proxy_ma7,traffic_proxy_lag7,traffic_proxy_ma14,traffic_proxy_lag14,visitor_count_lag1,visitor_count_lag7,visitor_count_lag14,visitor_count_lag30,visitor_count_ma7,visitor_count_ma30,temp_mean_ma7,precipitation_ma7
2023-06-02,5475.0,0,6,22,4,2,23.6,30.8,18.2,0.5,0,0,0.0,0.0,0.0,0.0,0.0,5393.0,5094.0,5461.0,7658.125,5650.857142857143,5593.566666666667,24.157142857142855,0.07142857142857142
2023-06-03,6305.0,1,6,22,5,2,23.1,29.8,17.6,0.4,0,0,0.0,0.0,0.0,0.0,0.0,5475.0,6713.0,6623.0,5534.0,5592.571428571428,5619.266666666666,24.357142857142858,0.1285714285714286
2023-06-04,6541.0,1,6,22,6,2,23.7,30.9,16.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6305.0,6084.0,6741.0,5748.0,5657.857142857143,5645.7,24.5,0.1285714285714286
2023-06-05,4955.0,0,6,23,0,2,24.6,32.4,17.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6541.0,5502.0,5388.0,6688.0,5579.714285714285,5587.933333333333,24.54285714285714,0.1285714285714286
2023-06-06,4885.0,0,6,23,1,2,23.5,29.2,18.5,2.6,0,0,0.0,0.0,0.0,0.0,0.0,4955.0,5064.0,5078.0,6394.0,5554.142857142857,5537.633333333333,24.3,0.5
2023-06-07,5154.0,0,6,23,2,2,22.3,28.3,17.6,2.3,0,0,0.0,0.0,0.0,0.0,0.0,4885.0,5325.0,5460.0,5479.0,5529.714285714285,5526.8,23.771428571428572,0.8285714285714285
2023-06-08,5164.0,0,6,23,3,2,20.2,25.5,18.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5154.0,5393.0,5260.0,5727.0,5497.0,5508.033333333334,23.0,1.605357142857143
2023-06-09,5076.0,0,6,23,4,2,19.1,22.2,17.3,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5164.0,5475.0,5094.0,5202.0,5440.0,5503.833333333333,22.357142857142858,2.310714285714286
2023-06-10,6231.0,1,6,23,5,2,17.0,18.8,15.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5076.0,6305.0,6713.0,5169.0,5429.428571428572,5539.233333333334,21.485714285714284,3.0303571428571425
2023-06-11,6443.0,1,6,23,6,2,18.0,21.7,15.5,0.3,0,0,0.0,0.0,0.0,0.0,0.0,6231.0,6541.0,6084.0,5346.0,5415.428571428572,5575.8,20.67142857142857,3.0732142857142857
2023-06-12,5092.0,0,6,24,0,2,18.6,21.4,16.7,3.2,0,0,0.0,0.0,0.0,0.0,0.0,6443.0,4955.0,5502.0,5770.0,5435.0,5553.2,19.814285714285717,3.5303571428571425
2023-06-13,5363.0,0,6,24,1,2,18.5,21.3,16.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5092.0,4885.0,5064.0,5893.0,5503.285714285715,5535.533333333334,19.1,3.9357142857142855
2023-06-14,4734.0,0,6,24,2,2,17.7,18.9,16.4,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5363.0,5154.0,5325.0,4901.0,5443.285714285715,5529.966666666666,18.442857142857143,4.383928571428571
2023-06-15,5089.0,0,6,24,3,2,20.0,24.3,17.1,2.7,0,0,0.0,0.0,0.0,0.0,0.0,4734.0,5164.0,5393.0,5315.0,5432.571428571428,5522.433333333333,18.414285714285715,3.9928571428571433
2023-06-16,5488.0,0,6,24,4,2,20.7,25.4,17.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,5089.0,5076.0,5475.0,5025.0,5491.428571428572,5537.866666666667,18.642857142857142,3.2446428571428574
2023-06-17,6330.0,1,6,24,5,2,20.9,26.5,16.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5488.0,6231.0,6305.0,4955.0,5505.571428571428,5583.7,19.2,2.467857142857143
2023-06-18,6186.0,1,6,24,6,2,21.6,27.0,16.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6330.0,6443.0,6541.0,5461.0,5468.857142857143,5607.866666666667,19.714285714285715,2.4250000000000003
2023-06-19,5365.0,0,6,25,0,2,21.7,26.6,16.8,1.0,0,0,0.0,0.0,0.0,0.0,0.0,6186.0,5092.0,4955.0,6623.0,5507.857142857143,5565.933333333333,20.157142857142855,2.1107142857142858
2023-06-20,5545.0,0,6,25,1,2,21.2,26.6,17.2,0.7,0,0,0.0,0.0,0.0,0.0,0.0,5365.0,5363.0,4885.0,6741.0,5533.857142857143,5526.066666666667,20.542857142857144,1.4339285714285714
2023-06-21,5375.0,0,6,25,2,2,21.3,26.4,17.7,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5545.0,4734.0,5154.0,5388.0,5625.428571428572,5525.633333333333,21.057142857142857,0.7000000000000001
2023-06-22,7658.125,0,6,25,3,2,20.4,24.5,17.0,3.2,0,0,0.0,0.0,0.0,0.0,0.0,5375.0,5089.0,5164.0,5078.0,5992.446428571428,5611.6375,21.114285714285717,0.7714285714285715
2023-06-23,7658.125,0,6,25,4,2,19.8,24.4,17.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,5488.0,5076.0,5460.0,6302.464285714285,5684.908333333334,20.985714285714288,1.519642857142857
2023-06-24,6561.0,1,6,25,5,2,20.0,25.5,16.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,6330.0,6231.0,5260.0,6335.464285714285,5728.275,20.857142857142858,2.2964285714285713
2023-06-25,6279.0,1,6,25,6,2,20.9,26.3,16.4,2.3,0,0,0.0,0.0,0.0,0.0,0.0,6561.0,6186.0,6443.0,5094.0,6348.75,5767.775,20.75714285714286,2.625
2023-06-26,5495.0,0,6,26,0,2,21.6,27.2,17.3,0.5,0,0,0.0,0.0,0.0,0.0,0.0,6279.0,5365.0,5092.0,6713.0,6367.321428571428,5727.175,20.74285714285714,2.5535714285714284
2023-06-27,5233.0,0,6,26,1,2,22.5,27.2,17.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5495.0,5545.0,5363.0,6084.0,6322.75,5698.808333333333,20.928571428571427,2.4535714285714287
2023-06-28,5303.0,0,6,26,2,2,23.0,29.3,17.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5233.0,5375.0,4734.0,5502.0,6312.464285714285,5692.175,21.17142857142857,2.4107142857142856
2023-06-29,5495.0,0,6,26,3,2,23.1,29.1,18.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5303.0,7658.125,5089.0,5064.0,6003.446428571428,5706.541666666667,21.557142857142857,1.9535714285714287
2023-06-30,5290.0,0,6,26,4,2,23.2,29.1,17.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5495.0,7658.125,5488.0,5325.0,5665.142857142857,5705.375,22.04285714285714,1.1767857142857143
2023-07-01,6459.0,1,7,26,5,3,23.8,29.8,18.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5290.0,6561.0,6330.0,5393.0,5650.571428571428,5740.908333333334,22.585714285714285,0.4000000000000001
2023-07-02,6369.0,1,7,26,6,3,24.0,29.9,18.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6459.0,6279.0,6186.0,5475.0,5663.428571428572,5770.708333333333,23.02857142857143,0.07142857142857155
2023-07-03,5337.0,0,7,27,0,3,24.0,29.8,19.3,0.1,0,0,0.0,0.0,0.0,0.0,0.0,6369.0,5495.0,5365.0,6305.0,5640.857142857143,5738.441666666667,23.37142857142857,0.014285714285714414
2023-07-04,5191.0,0,7,27,1,3,21.1,24.3,19.2,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5337.0,5233.0,5545.0,6541.0,5634.857142857143,5693.441666666667,23.17142857142857,0.7910714285714286
2023-07-05,5743.0,0,7,27,2,3,21.5,27.1,17.9,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5191.0,5303.0,5375.0,4955.0,5697.714285714285,5719.708333333333,22.957142857142856,0.8053571428571429
2023-07-06,5121.0,0,7,27,3,3,22.0,26.5,18.2,0.9,0,0,0.0,0.0,0.0,0.0,0.0,5743.0,5495.0,7658.125,4885.0,5644.285714285715,5727.575,22.8,0.9339285714285716
2023-07-07,5214.0,0,7,27,4,3,22.4,27.3,18.2,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5121.0,5290.0,7658.125,5154.0,5633.428571428572,5729.575,22.685714285714287,0.9767857142857144
2023-07-08,6524.0,1,7,27,5,3,22.2,27.1,18.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5214.0,6459.0,6561.0,5164.0,5642.714285714285,5774.908333333334,22.457142857142856,0.9767857142857144
2023-07-09,6798.0,1,7,27,6,3,20.9,24.3,19.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6524.0,6369.0,6279.0,5076.0,5704.0,5832.308333333333,22.014285714285712,1.7535714285714286
2023-07-10,5558.0,0,7,28,0,3,21.5,26.0,18.4,0.4,0,0,0.0,0.0,0.0,0.0,0.0,6798.0,5337.0,5495.0,6231.0,5735.571428571428,5809.875,21.657142857142855,1.7964285714285715
2023-07-11,5801.0,0,7,28,1,3,21.2,25.6,18.2,0.5,0,0,0.0,0.0,0.0,0.0,0.0,5558.0,5191.0,5233.0,6443.0,5822.714285714285,5788.475,21.67142857142857,1.0910714285714287
2023-07-12,5106.0,0,7,28,2,3,21.1,25.1,18.2,3.5,0,0,0.0,0.0,0.0,0.0,0.0,5801.0,5743.0,5303.0,5092.0,5731.714285714285,5788.941666666667,21.614285714285717,1.5767857142857145
2023-07-13,5214.0,0,7,28,3,3,20.9,25.5,17.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5106.0,5121.0,5495.0,5363.0,5745.0,5783.975,21.457142857142856,2.225
2023-07-14,5625.0,0,7,28,4,3,21.1,27.2,17.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5214.0,5214.0,5290.0,4734.0,5803.714285714285,5813.675,21.271428571428572,2.9589285714285714
2023-07-15,6750.0,1,7,28,5,3,20.8,25.2,18.3,4.1,0,0,0.0,0.0,0.0,0.0,0.0,5625.0,6524.0,6459.0,5089.0,5836.0,5869.041666666667,21.071428571428573,3.544642857142857
2023-07-16,6480.0,1,7,28,6,3,22.1,27.4,18.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6750.0,6798.0,6369.0,5488.0,5790.571428571428,5902.108333333334,21.242857142857144,2.767857142857143
2023-07-17,5442.0,0,7,29,0,3,22.6,27.8,17.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6480.0,5558.0,5337.0,6330.0,5774.0,5872.508333333333,21.400000000000002,2.710714285714286
2023-07-18,5437.0,0,7,29,1,3,23.0,29.4,16.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5442.0,5801.0,5191.0,6186.0,5722.0,5847.541666666667,21.657142857142862,2.6392857142857147
2023-07-19,5589.0,0,7,29,2,3,22.9,28.4,17.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5437.0,5106.0,5743.0,5365.0,5791.0,5855.008333333333,21.914285714285715,2.1392857142857147
2023-07-20,5414.0,0,7,29,3,3,20.2,24.8,18.0,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5589.0,5214.0,5121.0,5545.0,5819.571428571428,5850.641666666666,21.814285714285713,2.1392857142857147
2023-07-21,5332.0,0,7,29,4,3,20.7,24.4,17.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5414.0,5625.0,5214.0,5375.0,5777.714285714285,5849.208333333333,21.757142857142856,2.1392857142857147
2023-07-22,6503.0,1,7,29,5,3,20.8,24.7,18.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5332.0,6750.0,6524.0,7658.125,5742.428571428572,5810.704166666666,21.75714285714286,2.330357142857143
2023-07-23,7141.0,1,7,29,6,3,21.0,25.5,17.5,0.8,0,0,0.0,0.0,0.0,0.0,0.0,6503.0,6480.0,6798.0,7658.125,5836.857142857143,5793.466666666666,21.599999999999998,2.444642857142857
2023-07-24,5235.0,0,7,30,0,3,21.5,26.6,18.1,0.9,0,0,0.0,0.0,0.0,0.0,0.0,7141.0,5442.0,5558.0,6561.0,5807.285714285715,5749.266666666666,21.442857142857143,2.573214285714286
2023-07-25,5344.0,0,7,30,1,3,21.3,25.7,18.1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5235.0,5437.0,5801.0,6279.0,5794.0,5718.1,21.2,2.5875
2023-07-26,5320.0,0,7,30,2,3,21.8,27.4,17.4,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5344.0,5589.0,5106.0,5495.0,5755.571428571428,5712.266666666666,21.042857142857144,2.630357142857143
2023-07-27,5376.0,0,7,30,3,3,22.5,28.8,17.8,1.0,0,0,0.0,0.0,0.0,0.0,0.0,5320.0,5414.0,5214.0,5233.0,5750.142857142857,5717.033333333334,21.37142857142857,1.9964285714285717
2023-07-28,5037.0,0,7,30,4,3,21.1,25.5,19.2,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5376.0,5332.0,5625.0,5303.0,5708.0,5708.166666666667,21.428571428571427,1.9964285714285717
2023-07-29,5658.0,1,7,30,5,3,20.3,24.4,18.5,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5037.0,6503.0,6750.0,5495.0,5587.285714285715,5713.6,21.357142857142858,1.9964285714285717
2023-07-30,6362.0,1,7,30,6,3,21.2,25.1,18.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5658.0,7141.0,6480.0,5290.0,5476.0,5749.333333333333,21.385714285714283,2.6589285714285715
2023-07-31,4946.0,0,7,31,0,3,20.8,25.5,17.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6362.0,5235.0,5442.0,6459.0,5434.714285714285,5698.9,21.285714285714285,3.3071428571428574
2023-08-01,4923.0,0,8,31,1,3,20.4,24.0,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4946.0,5344.0,5437.0,6369.0,5374.571428571428,5650.7,21.157142857142855,4.069642857142857
2023-08-02,4854.0,0,8,31,2,3,20.5,25.1,18.3,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4923.0,5320.0,5589.0,5337.0,5308.0,5634.6,20.971428571428568,4.803571428571429
2023-08-03,4933.0,0,8,31,3,3,20.9,26.0,18.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4854.0,5376.0,5414.0,5191.0,5244.714285714285,5626.0,20.74285714285714,5.4375
2023-08-04,5059.0,0,8,31,4,3,20.6,24.6,18.4,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4933.0,5037.0,5332.0,5743.0,5247.857142857143,5603.2,20.67142857142857,5.4375
2023-08-05,6150.0,1,8,31,5,3,20.6,23.9,18.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5059.0,5658.0,6503.0,5121.0,5318.142857142857,5637.5,20.714285714285715,5.4375
2023-08-06,6321.0,1,8,31,6,3,19.9,22.2,18.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6150.0,6362.0,7141.0,5214.0,5312.285714285715,5674.4,20.52857142857143,5.4375
2023-08-07,5228.0,0,8,32,0,3,20.4,23.7,18.6,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6321.0,4946.0,5235.0,6524.0,5352.571428571428,5631.2,20.47142857142857,5.4375
2023-08-08,5207.0,0,8,32,1,3,21.1,25.0,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5228.0,4923.0,5344.0,6798.0,5393.142857142857,5578.166666666667,20.571428571428573,5.4375
2023-08-09,5385.0,0,8,32,2,3,21.0,25.7,18.0,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5207.0,4854.0,5320.0,5558.0,5469.0,5572.4,20.642857142857142,5.4375
2023-08-10,5234.0,0,8,32,3,3,21.3,25.1,18.3,5.0,0,0,0.0,0.0,0.0,0.0,0.0,5385.0,4933.0,5376.0,5801.0,5512.0,5553.5,20.7,5.375
2023-08-11,5326.0,0,8,32,4,3,21.7,27.1,17.8,0.5,0,0,0.0,0.0,0.0,0.0,0.0,5234.0,5059.0,5037.0,5106.0,5550.142857142857,5560.833333333333,20.857142857142858,4.669642857142857
2023-08-12,6120.0,1,8,32,5,3,20.2,22.9,18.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5326.0,6150.0,5658.0,5214.0,5545.857142857143,5591.033333333334,20.8,4.669642857142857
2023-08-13,6366.0,1,8,32,6,3,20.9,25.7,17.7,5.0,0,0,0.0,0.0,0.0,0.0,0.0,6120.0,6321.0,6362.0,5625.0,5552.285714285715,5615.733333333334,20.942857142857143,4.607142857142857
2023-08-14,5468.0,0,8,33,0,3,21.2,24.6,18.1,5.1,0,0,0.0,0.0,0.0,0.0,0.0,6366.0,5228.0,4946.0,6750.0,5586.571428571428,5573.0,21.057142857142857,4.558928571428572
2023-08-15,5106.0,0,8,33,1,3,20.9,24.8,18.1,2.3,0,0,0.0,0.0,0.0,0.0,0.0,5468.0,5207.0,4923.0,6480.0,5572.142857142857,5527.2,21.02857142857143,4.110714285714286
2023-08-16,5183.0,0,8,33,2,3,21.0,25.6,17.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5106.0,5385.0,4854.0,5442.0,5543.285714285715,5518.566666666667,21.02857142857143,4.110714285714286
2023-08-17,5653.0,0,8,33,3,3,21.5,26.3,18.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5183.0,5234.0,4933.0,5437.0,5603.142857142857,5525.766666666666,21.057142857142857,4.173214285714286
2023-08-18,5162.0,0,8,33,4,3,21.8,26.7,17.7,2.9,0,0,0.0,0.0,0.0,0.0,0.0,5653.0,5326.0,5059.0,5589.0,5579.714285714285,5511.533333333334,21.071428571428573,4.516071428571428
2023-08-19,6499.0,1,8,33,5,3,21.4,25.3,19.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,5162.0,6120.0,6150.0,5414.0,5633.857142857143,5547.7,21.24285714285714,4.167857142857144
2023-08-20,6442.0,1,8,33,6,3,21.3,25.9,17.9,1.0,0,0,0.0,0.0,0.0,0.0,0.0,6499.0,6366.0,6321.0,5332.0,5644.714285714285,5584.7,21.3,3.596428571428572
2023-08-21,5187.0,0,8,34,0,3,20.2,23.6,18.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6442.0,5468.0,5228.0,6503.0,5604.571428571428,5540.833333333333,21.157142857142855,3.6446428571428577
2023-08-22,5030.0,0,8,34,1,3,19.7,22.8,18.2,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5187.0,5106.0,5207.0,7141.0,5593.714285714285,5470.466666666666,20.985714285714288,4.0928571428571425
2023-08-23,5154.0,0,8,34,2,3,19.9,23.5,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5030.0,5183.0,5385.0,5235.0,5589.571428571428,5467.766666666666,20.82857142857143,4.0928571428571425
2023-08-24,5161.0,0,8,34,3,3,19.3,22.2,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5154.0,5653.0,5234.0,5344.0,5519.285714285715,5461.666666666667,20.514285714285712,4.0928571428571425
2023-08-25,5396.0,0,8,34,4,3,20.4,24.8,17.8,3.7,0,0,0.0,0.0,0.0,0.0,0.0,5161.0,5162.0,5326.0,5320.0,5552.714285714285,5464.2,20.314285714285713,4.207142857142857
2023-08-26,6689.0,1,8,34,5,3,21.0,25.6,17.8,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5396.0,6499.0,6120.0,5376.0,5579.857142857143,5507.966666666666,20.25714285714286,3.821428571428572
2023-08-27,6874.0,1,8,34,6,3,20.6,26.5,17.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6689.0,6442.0,6366.0,5037.0,5641.571428571428,5569.2,20.157142857142855,4.455357142857143
2023-08-28,5149.0,0,8,35,0,3,19.0,20.7,17.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,6874.0,5187.0,5468.0,5658.0,5636.142857142857,5552.233333333334,19.985714285714288,4.455357142857143
2023-08-29,5712.0,0,8,35,1,3,19.7,24.1,16.7,0.7,0,0,0.0,0.0,0.0,0.0,0.0,5149.0,5030.0,5106.0,6362.0,5733.571428571428,5530.566666666667,19.985714285714288,3.778571428571429
2023-08-30,5329.0,0,8,35,2,3,19.0,21.4,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5712.0,5154.0,5183.0,4946.0,5758.571428571428,5543.333333333333,19.857142857142858,3.778571428571429
2023-08-31,5389.0,0,8,35,3,3,19.8,24.9,17.5,3.7,0,0,0.0,0.0,0.0,0.0,0.0,5329.0,5161.0,5653.0,4923.0,5791.142857142857,5558.866666666667,19.928571428571427,3.530357142857143
2023-09-01,4936.0,0,9,35,4,3,19.5,23.1,17.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5389.0,5396.0,5162.0,4854.0,5725.428571428572,5561.6,19.8,3.778571428571429
2023-09-02,6150.0,1,9,35,5,3,17.9,19.1,17.0,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4936.0,6689.0,6499.0,4933.0,5648.428571428572,5602.166666666667,19.357142857142858,4.5125
2023-09-03,6156.0,1,9,35,6,3,19.8,25.1,15.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,6150.0,6874.0,6442.0,5059.0,5545.857142857143,5638.733333333334,19.242857142857144,3.7642857142857147
2023-09-04,5397.0,0,9,36,0,3,20.3,24.7,16.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6156.0,5149.0,5187.0,6150.0,5581.285714285715,5613.633333333333,19.428571428571427,2.9875000000000003
2023-09-05,5244.0,0,9,36,1,3,20.0,24.3,16.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,5397.0,5712.0,5030.0,6321.0,5514.428571428572,5577.733333333334,19.47142857142857,2.958928571428572
2023-09-06,5517.0,0,9,36,2,3,19.8,25.2,16.1,2.5,0,0,0.0,0.0,0.0,0.0,0.0,5244.0,5329.0,5154.0,5228.0,5541.285714285715,5587.366666666667,19.585714285714285,2.5392857142857146
2023-09-07,5362.0,0,9,36,3,3,19.9,24.0,17.2,4.4,0,0,0.0,0.0,0.0,0.0,0.0,5517.0,5389.0,5161.0,5207.0,5537.428571428572,5592.533333333334,19.599999999999998,2.6392857142857147
2023-09-08,4982.0,0,9,36,4,3,20.3,24.4,17.1,2.7,0,0,0.0,0.0,0.0,0.0,0.0,5362.0,4936.0,5396.0,5385.0,5544.0,5579.1,19.714285714285715,2.248214285714286
2023-09-09,6351.0,1,9,36,5,3,20.1,24.9,16.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,4982.0,6150.0,6689.0,5234.0,5572.714285714285,5616.333333333333,20.02857142857143,2.248214285714286
2023-09-10,6604.0,1,9,36,6,3,20.2,24.0,17.5,3.0,0,0,0.0,0.0,0.0,0.0,0.0,6351.0,6156.0,6874.0,5326.0,5636.714285714285,5658.933333333333,20.085714285714285,2.648214285714286
2023-09-11,5028.0,0,9,37,0,3,20.9,25.9,17.1,0.7,0,0,0.0,0.0,0.0,0.0,0.0,6604.0,5397.0,5149.0,6120.0,5584.0,5622.533333333334,20.17142857142857,2.7482142857142864
2023-09-12,5395.0,0,9,37,1,3,20.0,24.4,17.9,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5028.0,5244.0,5712.0,6366.0,5605.571428571428,5590.166666666667,20.17142857142857,3.453571428571429
2023-09-13,4773.0,0,9,37,2,3,18.2,20.1,16.4,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5395.0,5517.0,5329.0,5468.0,5499.285714285715,5567.0,19.942857142857143,3.8732142857142864
2023-09-14,5261.0,0,9,37,3,3,19.3,24.4,15.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4773.0,5362.0,5389.0,5106.0,5484.857142857143,5572.166666666667,19.857142857142858,3.2446428571428574
2023-09-15,5421.0,0,9,37,4,3,20.5,25.6,16.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5261.0,4982.0,4936.0,5183.0,5547.571428571428,5580.1,19.885714285714283,2.8589285714285717
2023-09-16,6542.0,1,9,37,5,3,21.1,26.3,16.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5421.0,6351.0,6150.0,5653.0,5574.857142857143,5609.733333333334,20.02857142857143,2.0821428571428577
2023-09-17,6478.0,1,9,37,6,3,20.9,27.3,15.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6542.0,6604.0,6156.0,5162.0,5556.857142857143,5653.6,20.12857142857143,1.653571428571429
2023-09-18,5648.0,0,9,38,0,3,20.1,24.2,16.3,1.8,0,0,0.0,0.0,0.0,0.0,0.0,6478.0,5028.0,5397.0,6499.0,5645.428571428572,5625.233333333334,20.014285714285712,1.8107142857142862
2023-09-19,5597.0,0,9,38,1,3,20.3,25.5,16.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5648.0,5395.0,5244.0,6442.0,5674.285714285715,5597.066666666667,20.057142857142857,1.0339285714285718
2023-09-20,5453.0,0,9,38,2,3,20.4,25.8,17.2,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5597.0,4773.0,5517.0,5187.0,5771.428571428572,5605.933333333333,20.37142857142857,0.30000000000000027
2023-09-21,5542.0,0,9,38,3,3,20.3,25.0,17.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,5453.0,5261.0,5362.0,5030.0,5811.571428571428,5623.0,20.514285714285712,0.3285714285714288
2023-09-22,5200.0,0,9,38,4,3,20.3,24.6,17.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,5542.0,5421.0,4982.0,5154.0,5780.0,5624.533333333334,20.485714285714288,0.4285714285714288
2023-09-23,6484.0,1,9,38,5,3,20.6,25.3,17.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5200.0,6542.0,6351.0,5161.0,5771.714285714285,5668.633333333333,20.414285714285715,0.4285714285714288
2023-09-24,6434.0,1,9,38,6,3,20.8,26.0,17.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6484.0,6478.0,6604.0,5396.0,5765.428571428572,5703.233333333334,20.400000000000002,0.4285714285714288
2023-09-25,5734.0,0,9,39,0,3,20.8,26.5,16.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6434.0,5648.0,5028.0,6689.0,5777.714285714285,5671.4,20.5,0.17142857142857168
2023-09-26,5342.0,0,9,39,1,3,19.9,24.4,15.3,1.3,0,0,0.0,0.0,0.0,0.0,0.0,5734.0,5597.0,5395.0,6874.0,5741.285714285715,5620.333333333333,20.442857142857143,0.3571428571428574
2023-09-27,5374.0,0,9,39,2,3,19.8,25.0,16.4,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5342.0,5453.0,4773.0,5149.0,5730.0,5627.833333333333,20.357142857142858,1.091071428571429
2023-09-28,4990.0,0,9,39,3,3,18.9,22.9,16.1,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5374.0,5542.0,5261.0,5712.0,5651.142857142857,5603.766666666666,20.157142857142855,1.8392857142857146
2023-09-29,7658.125,0,9,39,4,3,19.0,23.2,15.9,5.1,0,0,0.0,0.0,0.0,0.0,0.0,4990.0,5200.0,5421.0,5329.0,6002.303571428572,5681.404166666666,19.97142857142857,2.467857142857143
2023-09-30,6485.0,1,9,39,5,3,19.8,24.6,15.6,4.1,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,6484.0,6542.0,5389.0,6002.446428571428,5717.9375,19.857142857142858,3.0535714285714284
2023-10-01,7658.125,1,10,39,6,4,20.2,25.1,16.6,0.8,0,0,0.0,0.0,0.0,0.0,0.0,6485.0,6434.0,6478.0,4936.0,6177.321428571428,5808.675,19.771428571428572,3.167857142857143
