dt,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,visitor_count,outlier_flag_visitor_count,outlier_flag_wiki_pageviews,outlier_flag_trends_interest,outlier_flag_precipitation,year,month,dayofweek,is_weekend
2023-10-08,16.7,18.8,15.5,5.4375,0,0,6168.0,0,0,0,1,2023,10,6,1
2023-10-09,17.8,21.6,15.7,5.4375,0,0,5239.0,0,0,0,1,2023,10,0,0
2023-10-10,17.0,19.3,15.5,5.4375,0,0,5210.0,0,0,0,1,2023,10,1,0
2023-10-11,17.3,20.0,15.7,3.0,0,0,5506.0,0,0,0,0,2023,10,2,0
2023-10-12,17.1,18.8,15.9,5.4375,0,0,4726.0,0,0,0,1,2023,10,3,0
2023-10-13,16.2,17.7,14.3,5.4375,0,0,5143.0,0,0,0,1,2023,10,4,0
2023-10-14,16.4,20.5,13.6,1.3,0,0,6403.0,0,0,0,0,2023,10,5,1
2023-10-15,16.3,20.9,13.0,2.3,0,0,6053.0,0,0,0,0,2023,10,6,1
2023-10-16,17.2,23.0,12.7,0.0,0,0,5344.0,0,0,0,0,2023,10,0,0
2023-10-17,16.7,21.9,12.3,0.0,0,0,5382.0,0,0,0,0,2023,10,1,0
2023-10-18,16.6,21.9,11.8,0.0,0,0,5262.0,0,0,0,0,2023,10,2,0
2023-10-19,16.7,23.2,11.1,0.0,0,0,5151.0,0,0,0,0,2023,10,3,0
2023-10-20,16.2,21.5,12.4,0.4,0,0,4987.0,0,0,0,0,2023,10,4,0
2023-10-21,16.2,22.0,11.2,0.0,0,0,6097.0,0,0,0,0,2023,10,5,1
2023-10-22,16.2,22.1,10.6,0.0,0,0,6232.0,0,0,0,0,2023,10,6,1
2023-10-23,16.7,22.9,11.5,0.0,0,0,5102.0,0,0,0,0,2023,10,0,0
2023-10-24,16.6,20.5,14.4,3.0,0,0,5436.0,0,0,0,0,2023,10,1,0
2023-10-25,17.1,21.0,14.7,2.4,0,0,5286.0,0,0,0,0,2023,10,2,0
2023-10-26,16.9,22.3,13.7,0.1,0,0,4957.0,0,0,0,0,2023,10,3,0
2023-10-27,16.3,21.5,12.0,0.0,0,0,5364.0,0,0,0,0,2023,10,4,0
2023-10-28,15.6,21.0,10.8,0.0,0,0,6353.0,0,0,0,0,2023,10,5,1
2023-10-29,15.0,20.8,10.5,0.0,0,0,6284.0,0,0,0,0,2023,10,6,1
2023-10-30,15.9,21.6,12.2,0.0,0,0,5331.0,0,0,0,0,2023,10,0,0
2023-10-31,15.8,21.5,11.0,0.0,0,0,5396.0,0,0,0,0,2023,10,1,0
2023-11-01,16.6,22.5,12.0,0.0,0,0,5420.0,0,0,0,0,2023,11,2,0
2023-11-02,16.1,21.2,12.2,0.0,0,0,5443.0,0,0,0,0,2023,11,3,0
2023-11-03,15.6,21.6,10.4,0.0,0,0,5401.0,0,0,0,0,2023,11,4,0
2023-11-04,15.2,20.1,10.5,0.0,0,0,6411.0,0,0,0,0,2023,11,5,1
2023-11-05,14.9,20.7,10.2,0.0,0,0,6356.0,0,0,0,0,2023,11,6,1
2023-11-06,14.9,21.1,10.3,0.0,0,0,5132.0,0,0,0,0,2023,11,0,0
2023-11-07,14.8,20.3,9.9,0.0,0,0,5271.0,0,0,0,0,2023,11,1,0
2023-11-08,14.4,20.0,9.9,0.0,0,0,5247.0,0,0,0,0,2023,11,2,0
2023-11-09,13.9,19.7,8.9,0.0,0,0,4861.0,0,0,0,0,2023,11,3,0
2023-11-10,13.7,19.7,8.6,0.0,0,0,4952.0,0,0,0,0,2023,11,4,0
2023-11-11,14.2,21.0,9.1,0.0,0,0,5928.0,0,0,0,0,2023,11,5,1
2023-11-12,14.3,20.8,9.1,0.0,0,0,6077.0,0,0,0,0,2023,11,6,1
2023-11-13,14.4,20.4,9.3,0.0,0,0,5336.0,0,0,0,0,2023,11,0,0
2023-11-14,15.3,21.7,9.6,0.0,0,0,5276.0,0,0,0,0,2023,11,1,0
2023-11-15,15.6,21.6,11.5,0.0,0,0,5069.0,0,0,0,0,2023,11,2,0
2023-11-16,12.7,14.3,9.9,0.1,0,0,5101.0,0,0,0,0,2023,11,3,0
2023-11-17,9.7,10.7,8.7,5.4375,0,0,4743.0,0,0,0,1,2023,11,4,0
2023-11-18,10.6,12.0,9.9,5.4375,0,0,5651.0,0,0,0,1,2023,11,5,1
2023-11-19,11.4,16.5,8.3,0.0,0,0,5944.0,0,0,0,0,2023,11,6,1
2023-11-20,11.9,19.1,7.4,0.0,0,0,5039.0,0,0,0,0,2023,11,0,0
2023-11-21,11.8,18.2,7.1,0.0,0,0,5182.0,0,0,0,0,2023,11,1,0
2023-11-22,13.3,19.3,8.7,0.0,0,0,5145.0,0,0,0,0,2023,11,2,0
2023-11-23,12.1,17.9,8.6,0.0,0,0,5201.0,0,0,0,0,2023,11,3,0
2023-11-24,12.1,18.7,7.6,0.0,0,0,5409.0,0,0,0,0,2023,11,4,0
2023-11-25,12.5,18.4,8.0,0.0,0,0,6324.0,0,0,0,0,2023,11,5,1
2023-11-26,12.4,17.6,7.9,0.0,0,0,6343.0,0,0,0,0,2023,11,6,1
2023-11-27,12.0,18.5,8.3,0.0,0,0,4954.0,0,0,0,0,2023,11,0,0
2023-11-28,12.2,19.3,7.5,0.0,0,0,5419.0,0,0,0,0,2023,11,1,0
2023-11-29,12.4,18.5,7.9,0.0,0,0,5104.0,0,0,0,0,2023,11,2,0
2023-11-30,13.3,19.7,8.9,0.0,0,0,5198.0,0,0,0,0,2023,11,3,0
2023-12-01,13.2,19.5,7.8,0.0,0,0,4658.0,0,0,0,0,2023,12,4,0
2023-12-02,13.3,19.8,8.9,0.0,0,0,6051.0,0,0,0,0,2023,12,5,1
2023-12-03,12.9,17.6,9.7,0.0,0,0,6205.0,0,0,0,0,2023,12,6,1
2023-12-04,12.5,18.1,8.9,0.0,0,0,4927.0,0,0,0,0,2023,12,0,0
2023-12-05,12.6,17.5,8.8,0.0,0,0,5025.0,0,0,0,0,2023,12,1,0
2023-12-06,11.5,14.9,7.8,0.4,0,0,4940.0,0,0,0,0,2023,12,2,0
2023-12-07,11.0,12.6,9.6,2.8,0,0,5289.0,0,0,0,0,2023,12,3,0
2023-12-08,12.3,15.7,10.6,4.4,0,0,4915.0,0,0,0,0,2023,12,4,0
2023-12-09,13.3,18.0,10.5,0.0,0,0,5993.0,0,0,0,0,2023,12,5,1
2023-12-10,11.7,17.0,8.1,0.0,0,0,6197.0,0,0,0,0,2023,12,6,1
2023-12-11,11.2,17.0,6.4,0.0,0,0,4871.0,0,0,0,0,2023,12,0,0
2023-12-12,10.6,16.8,5.3,0.0,0,0,5237.0,0,0,0,0,2023,12,1,0
2023-12-13,11.7,15.7,9.3,1.2,0,0,4844.0,0,0,0,0,2023,12,2,0
2023-12-14,11.5,14.7,9.6,0.4,0,0,5103.0,0,0,0,0,2023,12,3,0
2023-12-15,11.0,16.3,7.0,0.0,0,0,4877.0,0,0,0,0,2023,12,4,0
2023-12-16,10.5,16.4,5.4,0.0,0,0,6100.0,0,0,0,0,2023,12,5,1
2023-12-17,11.1,16.4,7.6,0.0,0,0,6273.0,0,0,0,0,2023,12,6,1
2023-12-18,11.1,16.4,7.6,0.0,0,0,4950.0,0,0,0,0,2023,12,0,0
2023-12-19,10.9,16.7,6.7,0.0,0,0,5329.0,0,0,0,0,2023,12,1,0
2023-12-20,9.9,16.8,4.7,0.0,0,0,5296.0,0,0,0,0,2023,12,2,0
2023-12-21,9.9,16.7,4.5,0.0,0,0,4977.0,0,0,0,0,2023,12,3,0
2023-12-22,10.1,16.0,6.1,0.1,0,0,5058.0,0,0,0,0,2023,12,4,0
2023-12-23,10.7,15.5,8.3,0.5,0,0,5913.0,0,0,0,0,2023,12,5,1
2023-12-24,10.1,13.1,8.2,0.6,0,0,6409.0,0,0,0,0,2023,12,6,1
2023-12-25,8.4,9.6,6.7,5.4375,0,0,5118.0,0,0,0,1,2023,12,0,0
2023-12-26,8.6,13.3,5.7,0.0,0,0,5081.0,0,0,0,0,2023,12,1,0
2023-12-27,8.7,14.7,4.9,0.0,0,0,5238.0,0,0,0,0,2023,12,2,0
2023-12-28,9.2,14.6,4.6,0.0,0,0,5027.0,0,0,0,0,2023,12,3,0
2023-12-29,9.2,14.8,4.5,0.0,0,0,4904.0,0,0,0,0,2023,12,4,0
2023-12-30,9.1,14.9,5.3,0.0,0,0,6240.0,0,0,0,0,2023,12,5,1
2023-12-31,9.1,15.6,3.7,0.0,0,0,5661.0,0,0,0,0,2023,12,6,1
2024-01-01,9.0,14.1,4.2,0.0,0,0,7658.125,1,0,0,0,2024,1,0,0
2024-01-02,8.9,14.5,4.2,0.0,0,0,4941.0,0,0,0,0,2024,1,1,0
2024-01-03,9.0,15.1,4.1,0.0,0,0,4560.0,0,0,0,0,2024,1,2,0
2024-01-04,9.4,15.4,4.8,0.0,0,0,5116.0,0,0,0,0,2024,1,3,0
2024-01-05,9.4,15.3,4.9,0.0,0,0,5118.0,0,0,0,0,2024,1,4,0
2024-01-06,8.8,15.2,4.2,0.0,0,0,5949.0,0,0,0,0,2024,1,5,1
2024-01-07,9.5,16.2,4.8,0.0,0,0,6001.0,0,0,0,0,2024,1,6,1
2024-01-08,9.1,15.4,3.6,0.0,0,0,4813.0,0,0,0,0,2024,1,0,0
2024-01-09,9.0,16.8,3.6,0.0,0,0,4959.0,0,0,0,0,2024,1,1,0
2024-01-10,9.2,15.8,3.4,0.0,0,0,4870.0,0,0,0,0,2024,1,2,0
2024-01-11,9.8,16.4,4.4,0.0,0,0,5136.0,0,0,0,0,2024,1,3,0
2024-01-12,9.3,16.9,3.9,0.0,0,0,4929.0,0,0,0,0,2024,1,4,0
2024-01-13,9.7,18.0,4.4,0.0,0,0,6214.0,0,0,0,0,2024,1,5,1
2024-01-14,9.7,18.1,3.7,0.0,0,0,5507.0,0,0,0,0,2024,1,6,1
2024-01-15,10.1,16.7,4.2,0.0,0,0,4753.0,0,0,0,0,2024,1,0,0
2024-01-16,9.5,14.9,4.9,0.0,0,0,4945.0,0,0,0,0,2024,1,1,0
2024-01-17,9.1,14.0,5.2,0.0,0,0,5567.0,0,0,0,0,2024,1,2,0
2024-01-18,9.3,15.1,5.0,0.0,0,0,4701.0,0,0,0,0,2024,1,3,0
2024-01-19,9.2,14.7,4.9,0.0,0,0,5396.0,0,0,0,0,2024,1,4,0
2024-01-20,8.8,15.2,3.6,0.0,0,0,6088.0,0,0,0,0,2024,1,5,1
2024-01-21,9.5,15.2,5.6,0.1,0,0,6292.0,0,0,0,0,2024,1,6,1
2024-01-22,8.5,13.5,3.6,0.0,0,0,4828.0,0,0,0,0,2024,1,0,0
2024-01-23,8.6,15.0,2.3,0.0,0,0,5036.0,0,0,0,0,2024,1,1,0
2024-01-24,9.7,14.7,5.6,0.0,0,0,5005.0,0,0,0,0,2024,1,2,0
2024-01-25,7.1,8.0,6.5,5.4375,0,0,4646.0,0,0,0,1,2024,1,3,0
2024-01-26,8.3,12.6,5.7,0.0,0,0,4842.0,0,0,0,0,2024,1,4,0
2024-01-27,8.1,11.3,6.0,0.1,0,0,5969.0,0,0,0,0,2024,1,5,1
2024-01-28,7.8,12.9,3.5,0.0,0,0,6060.0,0,0,0,0,2024,1,6,1
2024-01-29,8.2,15.1,2.2,0.0,0,0,5011.0,0,0,0,0,2024,1,0,0
2024-01-30,9.2,15.7,3.9,0.0,0,0,4785.0,0,0,0,0,2024,1,1,0
2024-01-31,9.1,15.4,3.7,0.0,0,0,5035.0,0,0,0,0,2024,1,2,0
2024-02-01,8.9,15.4,2.9,0.0,0,0,4928.0,0,0,0,0,2024,2,3,0
2024-02-02,8.5,12.8,5.1,0.3,0,0,4579.0,0,0,0,0,2024,2,4,0
2024-02-03,8.0,11.3,5.2,2.3,0,0,6210.0,0,0,0,0,2024,2,5,1
2024-02-04,7.2,12.8,1.9,0.0,0,0,6005.0,0,0,0,0,2024,2,6,1
2024-02-05,8.2,12.7,5.0,0.3,0,0,5006.0,0,0,0,0,2024,2,0,0
2024-02-06,9.5,14.2,7.8,1.3,0,0,5098.0,0,0,0,0,2024,2,1,0
2024-02-07,9.8,14.5,6.7,5.4375,0,0,4589.0,0,0,0,1,2024,2,2,0
2024-02-08,10.4,15.3,6.9,0.0,0,0,4852.0,0,0,0,0,2024,2,3,0
2024-02-09,9.1,16.4,2.9,0.0,0,0,4981.0,0,0,0,0,2024,2,4,0
2024-02-10,8.7,13.2,4.2,0.1,0,0,7658.125,1,0,0,0,2024,2,5,1
2024-02-11,9.9,15.1,5.2,0.7,0,0,7658.125,1,0,0,0,2024,2,6,1
2024-02-12,9.9,15.8,4.8,0.0,0,0,7658.125,1,0,0,0,2024,2,0,0
2024-02-13,10.4,17.6,4.3,0.0,0,0,7658.125,1,0,0,0,2024,2,1,0
2024-02-14,10.9,18.6,3.8,0.0,0,0,7658.125,1,0,0,0,2024,2,2,0
2024-02-15,11.5,18.5,5.0,0.0,0,0,7658.125,1,0,0,0,2024,2,3,0
2024-02-16,11.5,17.3,6.0,0.0,0,0,7658.125,1,0,0,0,2024,2,4,0
2024-02-17,11.4,18.6,4.7,0.0,0,0,6259.0,0,0,0,0,2024,2,5,1
2024-02-18,11.7,19.2,4.7,0.0,0,0,6288.0,0,0,0,0,2024,2,6,1
2024-02-19,12.0,19.5,4.8,0.0,0,0,5068.0,0,0,0,0,2024,2,0,0
2024-02-20,12.5,19.1,6.3,0.0,0,0,5241.0,0,0,0,0,2024,2,1,0
2024-02-21,11.8,17.3,6.8,0.1,0,0,5128.0,0,0,0,0,2024,2,2,0
2024-02-22,12.6,18.9,7.3,0.0,0,0,5519.0,0,0,0,0,2024,2,3,0
2024-02-23,13.5,17.7,10.7,0.4,0,0,5055.0,0,0,0,0,2024,2,4,0
2024-02-24,13.2,19.3,10.3,2.5,0,0,6123.0,0,0,0,0,2024,2,5,1
2024-02-25,12.4,18.5,7.4,0.0,0,0,6278.0,0,0,0,0,2024,2,6,1
2024-02-26,13.6,20.4,7.2,0.0,0,0,5330.0,0,0,0,0,2024,2,0,0
2024-02-27,13.8,21.3,7.5,0.0,0,0,4938.0,0,0,0,0,2024,2,1,0
2024-02-28,12.7,19.0,7.9,0.2,0,0,4813.0,0,0,0,0,2024,2,2,0
2024-02-29,12.9,20.0,7.0,0.0,0,0,5368.0,0,0,0,0,2024,2,3,0
2024-03-01,13.2,20.3,6.5,0.0,0,0,5039.0,0,0,0,0,2024,3,4,0
2024-03-02,13.4,21.7,5.6,0.0,0,0,6070.0,0,0,0,0,2024,3,5,1
2024-03-03,13.8,23.0,6.9,0.0,0,0,6181.0,0,0,0,0,2024,3,6,1
2024-03-04,15.1,23.5,8.2,0.0,0,0,5048.0,0,0,0,0,2024,3,0,0
2024-03-05,14.9,22.1,9.2,0.0,0,0,5004.0,0,0,0,0,2024,3,1,0
2024-03-06,14.6,22.5,8.1,0.0,0,0,5332.0,0,0,0,0,2024,3,2,0
2024-03-07,14.7,22.0,7.4,0.0,0,0,5094.0,0,0,0,0,2024,3,3,0
2024-03-08,14.7,23.1,7.9,0.0,0,0,5203.0,0,0,0,0,2024,3,4,0
2024-03-09,14.0,21.5,6.5,0.0,0,0,5947.0,0,0,0,0,2024,3,5,1
2024-03-10,14.2,21.7,6.4,0.0,0,0,6142.0,0,0,0,0,2024,3,6,1
2024-03-11,14.8,23.6,6.8,0.0,0,0,5291.0,0,0,0,0,2024,3,0,0
2024-03-12,15.8,21.9,9.7,0.0,0,0,4977.0,0,0,0,0,2024,3,1,0
2024-03-13,15.7,22.4,10.4,0.0,0,0,5180.0,0,0,0,0,2024,3,2,0
2024-03-14,14.7,22.1,7.9,0.0,0,0,5157.0,0,0,0,0,2024,3,3,0
2024-03-15,15.4,23.2,9.0,0.0,0,0,5351.0,0,0,0,0,2024,3,4,0
2024-03-16,15.6,23.6,7.3,0.0,0,0,6295.0,0,0,0,0,2024,3,5,1
2024-03-17,16.2,24.0,7.8,0.0,0,0,6165.0,0,0,0,0,2024,3,6,1
2024-03-18,16.6,24.8,8.5,0.0,0,0,5487.0,0,0,0,0,2024,3,0,0
2024-03-19,15.9,23.4,8.7,0.4,0,0,5135.0,0,0,0,0,2024,3,1,0
2024-03-20,15.3,21.5,9.5,0.1,0,0,4894.0,0,0,0,0,2024,3,2,0
2024-03-21,17.0,25.8,8.9,0.0,0,0,5293.0,0,0,0,0,2024,3,3,0
2024-03-22,15.0,20.9,11.7,1.1,0,0,5122.0,0,0,0,0,2024,3,4,0
2024-03-23,14.1,20.7,8.0,0.0,0,0,6311.0,0,0,0,0,2024,3,5,1
2024-03-24,14.3,21.1,9.0,0.0,0,0,6190.0,0,0,0,0,2024,3,6,1
2024-03-25,15.6,25.1,7.6,0.0,0,0,5308.0,0,0,0,0,2024,3,0,0
2024-03-26,16.6,23.8,9.4,0.0,0,0,4965.0,0,0,0,0,2024,3,1,0
2024-03-27,15.1,22.7,10.0,0.0,0,0,5132.0,0,0,0,0,2024,3,2,0
2024-03-28,15.6,23.2,8.9,0.0,0,0,5292.0,0,0,0,0,2024,3,3,0
2024-03-29,16.4,23.6,10.1,0.0,0,0,5129.0,0,0,0,0,2024,3,4,0
2024-03-30,17.4,24.7,11.1,0.0,0,0,6539.0,0,0,0,0,2024,3,5,1
2024-03-31,16.9,23.4,12.1,0.3,0,0,6027.0,0,0,0,0,2024,3,6,1
2024-04-01,16.3,22.7,12.1,0.2,0,0,5310.0,0,0,0,0,2024,4,0,0
2024-04-02,17.1,25.3,10.5,0.0,0,0,5224.0,0,0,0,0,2024,4,1,0
2024-04-03,17.5,24.6,11.3,0.0,0,0,5205.0,0,0,0,0,2024,4,2,0
2024-04-04,17.4,24.2,11.5,0.1,0,0,7658.125,1,0,0,0,2024,4,3,0
2024-04-05,17.1,23.6,10.3,0.1,0,0,7658.125,1,0,0,0,2024,4,4,0
2024-04-06,18.1,24.9,11.4,0.0,0,0,6327.0,0,0,0,0,2024,4,5,1
2024-04-07,18.8,25.8,12.0,0.0,0,0,6681.0,0,0,0,0,2024,4,6,1
2024-04-08,19.4,26.9,12.1,0.0,0,0,5699.0,0,0,0,0,2024,4,0,0
2024-04-09,19.0,26.4,12.2,0.0,0,0,5205.0,0,0,0,0,2024,4,1,0
2024-04-10,18.2,24.7,12.0,0.2,0,0,5299.0,0,0,0,0,2024,4,2,0
2024-04-11,17.9,24.2,14.2,1.0,0,0,5109.0,0,0,0,0,2024,4,3,0
2024-04-12,18.4,25.4,11.3,0.0,0,0,5123.0,0,0,0,0,2024,4,4,0
2024-04-13,18.2,24.8,11.3,0.0,0,0,6506.0,0,0,0,0,2024,4,5,1
2024-04-14,19.1,28.1,10.4,0.0,0,0,6435.0,0,0,0,0,2024,4,6,1
2024-04-15,19.5,27.7,10.5,0.0,0,0,5524.0,0,0,0,0,2024,4,0,0
2024-04-16,19.9,27.5,12.2,0.0,0,0,5242.0,0,0,0,0,2024,4,1,0
2024-04-17,18.8,24.6,12.8,0.3,0,0,5524.0,0,0,0,0,2024,4,2,0
2024-04-18,19.2,27.4,12.7,0.0,0,0,5393.0,0,0,0,0,2024,4,3,0
2024-04-19,18.6,26.3,12.3,0.0,0,0,5158.0,0,0,0,0,2024,4,4,0
2024-04-20,17.1,22.2,12.8,0.0,0,0,6236.0,0,0,0,0,2024,4,5,1
2024-04-21,17.5,23.6,12.6,0.0,0,0,6726.0,0,0,0,0,2024,4,6,1
2024-04-22,19.1,25.8,12.9,0.0,0,0,5467.0,0,0,0,0,2024,4,0,0
2024-04-23,19.3,26.1,12.6,0.0,0,0,5596.0,0,0,0,0,2024,4,1,0
2024-04-24,19.6,26.0,13.1,0.0,0,0,5385.0,0,0,0,0,2024,4,2,0
2024-04-25,19.0,26.6,12.7,0.0,0,0,5124.0,0,0,0,0,2024,4,3,0
2024-04-26,18.8,26.8,10.7,0.0,0,0,5608.0,0,0,0,0,2024,4,4,0
2024-04-27,19.4,27.4,10.9,0.0,0,0,6556.0,0,0,0,0,2024,4,5,1
2024-04-28,19.9,27.5,12.9,0.0,0,0,6570.0,0,0,0,0,2024,4,6,1
2024-04-29,19.6,25.6,13.9,0.7,0,0,5430.0,0,0,0,0,2024,4,0,0
2024-04-30,18.8,24.9,12.6,0.1,0,0,5443.0,0,0,0,0,2024,4,1,0
2024-05-01,19.1,25.5,13.5,0.0,0,0,7658.125,1,0,0,0,2024,5,2,0
2024-05-02,18.6,26.7,13.4,0.7,0,0,7658.125,1,0,0,0,2024,5,3,0
2024-05-03,17.5,23.8,12.7,1.5,0,0,7658.125,1,0,0,0,2024,5,4,0
2024-05-04,18.6,26.7,11.0,0.0,0,0,6597.0,0,0,0,0,2024,5,5,1
2024-05-05,17.5,23.5,12.7,0.0,0,0,6232.0,0,0,0,0,2024,5,6,1
2024-05-06,17.7,23.6,12.4,0.0,0,0,5336.0,0,0,0,0,2024,5,0,0
2024-05-07,19.3,26.0,12.4,0.0,0,0,5077.0,0,0,0,0,2024,5,1,0
2024-05-08,19.2,23.8,14.6,1.3,0,0,5367.0,0,0,0,0,2024,5,2,0
2024-05-09,18.8,23.2,14.1,0.1,0,0,5445.0,0,0,0,0,2024,5,3,0
2024-05-10,19.0,25.9,13.0,0.0,0,0,5598.0,0,0,0,0,2024,5,4,0
2024-05-11,19.0,24.6,13.9,0.3,0,0,6430.0,0,0,0,0,2024,5,5,1
2024-05-12,19.9,26.3,13.4,0.2,0,0,6420.0,0,0,0,0,2024,5,6,1
2024-05-13,20.6,26.7,14.5,0.1,0,0,5381.0,0,0,0,0,2024,5,0,0
2024-05-14,22.2,29.7,15.5,0.0,0,0,5417.0,0,0,0,0,2024,5,1,0
2024-05-15,22.7,29.8,14.8,0.0,0,0,5332.0,0,0,0,0,2024,5,2,0
2024-05-16,22.6,29.6,17.1,0.6,0,0,5498.0,0,0,0,0,2024,5,3,0
2024-05-17,23.0,30.2,16.7,0.1,0,0,5440.0,0,0,0,0,2024,5,4,0
2024-05-18,21.9,29.7,15.7,0.0,0,0,6519.0,0,0,0,0,2024,5,5,1
2024-05-19,21.4,29.7,15.1,0.1,0,0,6522.0,0,0,0,0,2024,5,6,1
2024-05-20,17.1,20.2,15.4,5.4375,0,0,5462.0,0,0,0,1,2024,5,0,0
2024-05-21,19.2,24.9,14.5,0.0,0,0,5169.0,0,0,0,0,2024,5,1,0
2024-05-22,19.9,26.5,14.2,0.0,0,0,5616.0,0,0,0,0,2024,5,2,0
2024-05-23,20.4,27.5,15.2,5.4375,0,0,5073.0,0,0,0,1,2024,5,3,0
2024-05-24,21.2,27.6,15.1,0.1,0,0,6093.0,0,0,0,0,2024,5,4,0
2024-05-25,21.6,27.3,16.7,0.2,0,0,6402.0,0,0,0,0,2024,5,5,1
2024-05-26,21.1,26.6,16.9,0.5,0,0,6497.0,0,0,0,0,2024,5,6,1
2024-05-27,19.7,23.6,17.6,5.4375,0,0,5286.0,0,0,0,1,2024,5,0,0
2024-05-28,19.8,23.2,17.9,5.4375,0,0,5360.0,0,0,0,1,2024,5,1,0
2024-05-29,20.8,26.0,17.9,2.8,0,0,5197.0,0,0,0,0,2024,5,2,0
2024-05-30,21.2,27.4,16.5,0.0,0,0,5787.0,0,0,0,0,2024,5,3,0
2024-05-31,21.4,26.7,16.9,0.8,0,0,5405.0,0,0,0,0,2024,5,4,0
2024-06-01,22.0,27.8,17.5,2.3,0,0,6525.0,0,0,0,0,2024,6,5,1
2024-06-02,21.9,26.6,17.8,0.2,0,0,6858.0,0,0,0,0,2024,6,6,1
2024-06-03,21.6,27.3,16.8,0.6,0,0,5273.0,0,0,0,0,2024,6,0,0
2024-06-04,22.5,28.9,16.8,0.0,0,0,5662.0,0,0,0,0,2024,6,1,0
2024-06-05,22.3,29.0,17.8,2.1,0,0,5721.0,0,0,0,0,2024,6,2,0
2024-06-06,22.6,28.1,18.0,1.9,0,0,5482.0,0,0,0,0,2024,6,3,0
2024-06-07,22.7,29.0,18.3,0.3,0,0,5295.0,0,0,0,0,2024,6,4,0
2024-06-08,22.7,28.9,18.0,1.2,0,0,6866.0,0,0,0,0,2024,6,5,1
2024-06-09,21.6,26.5,18.8,5.4375,0,0,6548.0,0,0,0,1,2024,6,6,1
2024-06-10,21.7,27.0,18.2,4.8,0,0,7658.125,1,0,0,0,2024,6,0,0
2024-06-11,22.9,27.9,18.5,0.2,0,0,5393.0,0,0,0,0,2024,6,1,0
2024-06-12,21.8,27.2,18.3,0.7,0,0,5612.0,0,0,0,0,2024,6,2,0
2024-06-13,21.8,26.5,18.2,0.3,0,0,5562.0,0,0,0,0,2024,6,3,0
2024-06-14,22.3,28.7,18.4,0.9,0,0,5278.0,0,0,0,0,2024,6,4,0
2024-06-15,21.0,24.9,18.8,5.4375,0,0,6200.0,0,0,0,1,2024,6,5,1
2024-06-16,22.0,26.6,18.4,2.3,0,0,6687.0,0,0,0,0,2024,6,6,1
2024-06-17,21.9,28.8,18.1,1.0,0,0,5554.0,0,0,0,0,2024,6,0,0
2024-06-18,21.9,27.0,17.9,0.2,0,0,4990.0,0,0,0,0,2024,6,1,0
2024-06-19,21.7,27.4,18.0,0.7,0,0,5950.0,0,0,0,0,2024,6,2,0
2024-06-20,22.0,26.6,17.3,0.9,0,0,5480.0,0,0,0,0,2024,6,3,0
2024-06-21,22.9,28.9,17.6,0.0,0,0,5340.0,0,0,0,0,2024,6,4,0
2024-06-22,23.3,29.7,18.6,0.3,0,0,6404.0,0,0,0,0,2024,6,5,1
2024-06-23,23.1,29.5,18.5,1.1,0,0,6557.0,0,0,0,0,2024,6,6,1
2024-06-24,20.5,23.9,18.8,5.4375,0,0,4914.0,0,0,0,1,2024,6,0,0
2024-06-25,19.9,24.2,17.7,5.4375,0,0,5289.0,0,0,0,1,2024,6,1,0
2024-06-26,21.0,25.8,17.4,5.4375,0,0,5465.0,0,0,0,1,2024,6,2,0
2024-06-27,20.4,24.0,18.4,5.4375,0,0,5391.0,0,0,0,1,2024,6,3,0
2024-06-28,21.0,25.7,18.4,4.6,0,0,5265.0,0,0,0,0,2024,6,4,0
2024-06-29,20.3,23.7,18.0,4.3,0,0,6467.0,0,0,0,0,2024,6,5,1
2024-06-30,19.5,22.0,18.1,3.6,0,0,6559.0,0,0,0,0,2024,6,6,1
2024-07-01,18.9,20.8,17.9,5.4375,0,0,4979.0,0,0,0,1,2024,7,0,0
2024-07-02,19.1,21.5,17.6,5.4375,0,0,5662.0,0,0,0,1,2024,7,1,0
2024-07-03,21.0,25.6,17.9,5.4375,0,0,5597.0,0,0,0,1,2024,7,2,0
2024-07-04,19.7,23.0,17.9,4.9,0,0,5183.0,0,0,0,0,2024,7,3,0
2024-07-05,20.6,25.3,18.0,2.7,0,0,5347.0,0,0,0,0,2024,7,4,0
2024-07-06,20.8,25.3,17.9,0.4,0,0,6341.0,0,0,0,0,2024,7,5,1
2024-07-07,21.4,25.7,17.9,0.7,0,0,6546.0,0,0,0,0,2024,7,6,1
2024-07-08,21.5,26.2,18.3,0.2,0,0,5497.0,0,0,0,0,2024,7,0,0
2024-07-09,21.4,25.4,18.5,0.3,0,0,5473.0,0,0,0,0,2024,7,1,0
2024-07-10,21.0,25.1,18.4,5.4375,0,0,5359.0,0,0,0,1,2024,7,2,0
2024-07-11,20.6,24.4,18.1,1.9,0,0,5476.0,0,0,0,0,2024,7,3,0
2024-07-12,20.9,24.6,18.6,2.5,0,0,5196.0,0,0,0,0,2024,7,4,0
2024-07-13,21.8,27.2,18.4,1.2,0,0,6896.0,0,0,0,0,2024,7,5,1
2024-07-14,21.6,25.1,19.0,0.3,0,0,6381.0,0,0,0,0,2024,7,6,1
2024-07-15,21.2,25.5,18.6,0.5,0,0,5530.0,0,0,0,0,2024,7,0,0
