dt,year,month,day_of_week,is_weekend,is_holiday,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,visitor_count
2023-12-05,2023,12,1,0,0,12.6,17.5,8.8,0.0,0,0,5025
2023-12-06,2023,12,2,0,0,11.5,14.9,7.8,0.4,0,0,4940
2023-12-07,2023,12,3,0,0,11.0,12.6,9.6,2.8,0,0,5289
2023-12-08,2023,12,4,0,0,12.3,15.7,10.6,4.4,0,0,4915
2023-12-09,2023,12,5,1,0,13.3,18.0,10.5,0.0,0,0,5993
2023-12-10,2023,12,6,1,0,11.7,17.0,8.1,0.0,0,0,6197
2023-12-11,2023,12,0,0,0,11.2,17.0,6.4,0.0,0,0,4871
2023-12-12,2023,12,1,0,0,10.6,16.8,5.3,0.0,0,0,5237
2023-12-13,2023,12,2,0,0,11.7,15.7,9.3,1.2,0,0,4844
2023-12-14,2023,12,3,0,0,11.5,14.7,9.6,0.4,0,0,5103
2023-12-15,2023,12,4,0,0,11.0,16.3,7.0,0.0,0,0,4877
2023-12-16,2023,12,5,1,0,10.5,16.4,5.4,0.0,0,0,6100
2023-12-17,2023,12,6,1,0,11.1,16.4,7.6,0.0,0,0,6273
2023-12-18,2023,12,0,0,0,11.1,16.4,7.6,0.0,0,0,4950
2023-12-19,2023,12,1,0,0,10.9,16.7,6.7,0.0,0,0,5329
2023-12-20,2023,12,2,0,0,9.9,16.8,4.7,0.0,0,0,5296
2023-12-21,2023,12,3,0,0,9.9,16.7,4.5,0.0,0,0,4977
2023-12-22,2023,12,4,0,0,10.1,16.0,6.1,0.1,0,0,5058
2023-12-23,2023,12,5,1,0,10.7,15.5,8.3,0.5,0,0,5913
2023-12-24,2023,12,6,1,0,10.1,13.1,8.2,0.6,0,0,6409
2023-12-25,2023,12,0,0,0,8.4,9.6,6.7,10.4,0,0,5118
2023-12-26,2023,12,1,0,0,8.6,13.3,5.7,0.0,0,0,5081
2023-12-27,2023,12,2,0,0,8.7,14.7,4.9,0.0,0,0,5238
2023-12-28,2023,12,3,0,0,9.2,14.6,4.6,0.0,0,0,5027
2023-12-29,2023,12,4,0,0,9.2,14.8,4.5,0.0,0,0,4904
2023-12-30,2023,12,5,1,0,9.1,14.9,5.3,0.0,0,0,6240
2023-12-31,2023,12,6,1,0,9.1,15.6,3.7,0.0,0,0,5661
2024-01-01,2024,1,0,0,1,9.0,14.1,4.2,0.0,0,0,8181
2024-01-02,2024,1,1,0,0,8.9,14.5,4.2,0.0,0,0,4941
2024-01-03,2024,1,2,0,0,9.0,15.1,4.1,0.0,0,0,4560
2024-01-04,2024,1,3,0,0,9.4,15.4,4.8,0.0,0,0,5116
2024-01-05,2024,1,4,0,0,9.4,15.3,4.9,0.0,0,0,5118
2024-01-06,2024,1,5,1,0,8.8,15.2,4.2,0.0,0,0,5949
2024-01-07,2024,1,6,1,0,9.5,16.2,4.8,0.0,0,0,6001
2024-01-08,2024,1,0,0,0,9.1,15.4,3.6,0.0,0,0,4813
2024-01-09,2024,1,1,0,0,9.0,16.8,3.6,0.0,0,0,4959
2024-01-10,2024,1,2,0,0,9.2,15.8,3.4,0.0,0,0,4870
2024-01-11,2024,1,3,0,0,9.8,16.4,4.4,0.0,0,0,5136
2024-01-12,2024,1,4,0,0,9.3,16.9,3.9,0.0,0,0,4929
2024-01-13,2024,1,5,1,0,9.7,18.0,4.4,0.0,0,0,6214
2024-01-14,2024,1,6,1,0,9.7,18.1,3.7,0.0,0,0,5507
2024-01-15,2024,1,0,0,0,10.1,16.7,4.2,0.0,0,0,4753
2024-01-16,2024,1,1,0,0,9.5,14.9,4.9,0.0,0,0,4945
2024-01-17,2024,1,2,0,0,9.1,14.0,5.2,0.0,0,0,5567
2024-01-18,2024,1,3,0,0,9.3,15.1,5.0,0.0,0,0,4701
2024-01-19,2024,1,4,0,0,9.2,14.7,4.9,0.0,0,0,5396
2024-01-20,2024,1,5,1,0,8.8,15.2,3.6,0.0,0,0,6088
2024-01-21,2024,1,6,1,0,9.5,15.2,5.6,0.1,0,0,6292
2024-01-22,2024,1,0,0,0,8.5,13.5,3.6,0.0,0,0,4828
2024-01-23,2024,1,1,0,0,8.6,15.0,2.3,0.0,0,0,5036
2024-01-24,2024,1,2,0,0,9.7,14.7,5.6,0.0,0,0,5005
2024-01-25,2024,1,3,0,0,7.1,8.0,6.5,6.5,0,0,4646
2024-01-26,2024,1,4,0,0,8.3,12.6,5.7,0.0,0,0,4842
2024-01-27,2024,1,5,1,0,8.1,11.3,6.0,0.1,0,0,5969
2024-01-28,2024,1,6,1,0,7.8,12.9,3.5,0.0,0,0,6060
2024-01-29,2024,1,0,0,0,8.2,15.1,2.2,0.0,0,0,5011
2024-01-30,2024,1,1,0,0,9.2,15.7,3.9,0.0,0,0,4785
2024-01-31,2024,1,2,0,0,9.1,15.4,3.7,0.0,0,0,5035
2024-02-01,2024,2,3,0,0,8.9,15.4,2.9,0.0,0,0,4928
2024-02-02,2024,2,4,0,0,8.5,12.8,5.1,0.3,0,0,4579
2024-02-03,2024,2,5,1,0,8.0,11.3,5.2,2.3,0,0,6210
2024-02-04,2024,2,6,1,0,7.2,12.8,1.9,0.0,0,0,6005
2024-02-05,2024,2,0,0,0,8.2,12.7,5.0,0.3,0,0,5006
2024-02-06,2024,2,1,0,0,9.5,14.2,7.8,1.3,0,0,5098
2024-02-07,2024,2,2,0,0,9.8,14.5,6.7,19.3,0,0,4589
2024-02-08,2024,2,3,0,0,10.4,15.3,6.9,0.0,0,0,4852
2024-02-09,2024,2,4,0,0,9.1,16.4,2.9,0.0,0,0,4981
2024-02-10,2024,2,5,1,1,8.7,13.2,4.2,0.1,0,0,9261
2024-02-11,2024,2,6,1,1,9.9,15.1,5.2,0.7,0,0,9548
2024-02-12,2024,2,0,0,1,9.9,15.8,4.8,0.0,0,0,8216
2024-02-13,2024,2,1,0,1,10.4,17.6,4.3,0.0,0,0,8581
2024-02-14,2024,2,2,0,1,10.9,18.6,3.8,0.0,0,0,8091
2024-02-15,2024,2,3,0,1,11.5,18.5,5.0,0.0,0,0,8534
2024-02-16,2024,2,4,0,1,11.5,17.3,6.0,0.0,0,0,8413
2024-02-17,2024,2,5,1,0,11.4,18.6,4.7,0.0,0,0,6259
2024-02-18,2024,2,6,1,0,11.7,19.2,4.7,0.0,0,0,6288
2024-02-19,2024,2,0,0,0,12.0,19.5,4.8,0.0,0,0,5068
2024-02-20,2024,2,1,0,0,12.5,19.1,6.3,0.0,0,0,5241
2024-02-21,2024,2,2,0,0,11.8,17.3,6.8,0.1,0,0,5128
2024-02-22,2024,2,3,0,0,12.6,18.9,7.3,0.0,0,0,5519
2024-02-23,2024,2,4,0,0,13.5,17.7,10.7,0.4,0,0,5055
2024-02-24,2024,2,5,1,0,13.2,19.3,10.3,2.5,0,0,6123
2024-02-25,2024,2,6,1,0,12.4,18.5,7.4,0.0,0,0,6278
2024-02-26,2024,2,0,0,0,13.6,20.4,7.2,0.0,0,0,5330
2024-02-27,2024,2,1,0,0,13.8,21.3,7.5,0.0,0,0,4938
2024-02-28,2024,2,2,0,0,12.7,19.0,7.9,0.2,0,0,4813
2024-02-29,2024,2,3,0,0,12.9,20.0,7.0,0.0,0,0,5368
2024-03-01,2024,3,4,0,0,13.2,20.3,6.5,0.0,0,0,5039
2024-03-02,2024,3,5,1,0,13.4,21.7,5.6,0.0,0,0,6070
2024-03-03,2024,3,6,1,0,13.8,23.0,6.9,0.0,0,0,6181
2024-03-04,2024,3,0,0,0,15.1,23.5,8.2,0.0,0,0,5048
2024-03-05,2024,3,1,0,0,14.9,22.1,9.2,0.0,0,0,5004
2024-03-06,2024,3,2,0,0,14.6,22.5,8.1,0.0,0,0,5332
2024-03-07,2024,3,3,0,0,14.7,22.0,7.4,0.0,0,0,5094
2024-03-08,2024,3,4,0,0,14.7,23.1,7.9,0.0,0,0,5203
2024-03-09,2024,3,5,1,0,14.0,21.5,6.5,0.0,0,0,5947
2024-03-10,2024,3,6,1,0,14.2,21.7,6.4,0.0,0,0,6142
2024-03-11,2024,3,0,0,0,14.8,23.6,6.8,0.0,0,0,5291
2024-03-12,2024,3,1,0,0,15.8,21.9,9.7,0.0,0,0,4977
2024-03-13,2024,3,2,0,0,15.7,22.4,10.4,0.0,0,0,5180
2024-03-14,2024,3,3,0,0,14.7,22.1,7.9,0.0,0,0,5157
2024-03-15,2024,3,4,0,0,15.4,23.2,9.0,0.0,0,0,5351
2024-03-16,2024,3,5,1,0,15.6,23.6,7.3,0.0,0,0,6295
2024-03-17,2024,3,6,1,0,16.2,24.0,7.8,0.0,0,0,6165
2024-03-18,2024,3,0,0,0,16.6,24.8,8.5,0.0,0,0,5487
2024-03-19,2024,3,1,0,0,15.9,23.4,8.7,0.4,0,0,5135
2024-03-20,2024,3,2,0,0,15.3,21.5,9.5,0.1,0,0,4894
2024-03-21,2024,3,3,0,0,17.0,25.8,8.9,0.0,0,0,5293
2024-03-22,2024,3,4,0,0,15.0,20.9,11.7,1.1,0,0,5122
2024-03-23,2024,3,5,1,0,14.1,20.7,8.0,0.0,0,0,6311
2024-03-24,2024,3,6,1,0,14.3,21.1,9.0,0.0,0,0,6190
2024-03-25,2024,3,0,0,0,15.6,25.1,7.6,0.0,0,0,5308
2024-03-26,2024,3,1,0,0,16.6,23.8,9.4,0.0,0,0,4965
2024-03-27,2024,3,2,0,0,15.1,22.7,10.0,0.0,0,0,5132
2024-03-28,2024,3,3,0,0,15.6,23.2,8.9,0.0,0,0,5292
2024-03-29,2024,3,4,0,0,16.4,23.6,10.1,0.0,0,0,5129
2024-03-30,2024,3,5,1,0,17.4,24.7,11.1,0.0,0,0,6539
2024-03-31,2024,3,6,1,0,16.9,23.4,12.1,0.3,0,0,6027
2024-04-01,2024,4,0,0,0,16.3,22.7,12.1,0.2,0,0,5310
2024-04-02,2024,4,1,0,0,17.1,25.3,10.5,0.0,0,0,5224
2024-04-03,2024,4,2,0,0,17.5,24.6,11.3,0.0,0,0,5205
2024-04-04,2024,4,3,0,1,17.4,24.2,11.5,0.1,0,0,8735
2024-04-05,2024,4,4,0,1,17.1,23.6,10.3,0.1,0,0,8608
2024-04-06,2024,4,5,1,0,18.1,24.9,11.4,0.0,0,0,6327
2024-04-07,2024,4,6,1,0,18.8,25.8,12.0,0.0,0,0,6681
2024-04-08,2024,4,0,0,0,19.4,26.9,12.1,0.0,0,0,5699
2024-04-09,2024,4,1,0,0,19.0,26.4,12.2,0.0,0,0,5205
2024-04-10,2024,4,2,0,0,18.2,24.7,12.0,0.2,0,0,5299
2024-04-11,2024,4,3,0,0,17.9,24.2,14.2,1.0,0,0,5109
2024-04-12,2024,4,4,0,0,18.4,25.4,11.3,0.0,0,0,5123
2024-04-13,2024,4,5,1,0,18.2,24.8,11.3,0.0,0,0,6506
2024-04-14,2024,4,6,1,0,19.1,28.1,10.4,0.0,0,0,6435
2024-04-15,2024,4,0,0,0,19.5,27.7,10.5,0.0,0,0,5524
2024-04-16,2024,4,1,0,0,19.9,27.5,12.2,0.0,0,0,5242
2024-04-17,2024,4,2,0,0,18.8,24.6,12.8,0.3,0,0,5524
2024-04-18,2024,4,3,0,0,19.2,27.4,12.7,0.0,0,0,5393
2024-04-19,2024,4,4,0,0,18.6,26.3,12.3,0.0,0,0,5158
2024-04-20,2024,4,5,1,0,17.1,22.2,12.8,0.0,0,0,6236
2024-04-21,2024,4,6,1,0,17.5,23.6,12.6,0.0,0,0,6726
2024-04-22,2024,4,0,0,0,19.1,25.8,12.9,0.0,0,0,5467
2024-04-23,2024,4,1,0,0,19.3,26.1,12.6,0.0,0,0,5596
2024-04-24,2024,4,2,0,0,19.6,26.0,13.1,0.0,0,0,5385
2024-04-25,2024,4,3,0,0,19.0,26.6,12.7,0.0,0,0,5124
2024-04-26,2024,4,4,0,0,18.8,26.8,10.7,0.0,0,0,5608
2024-04-27,2024,4,5,1,0,19.4,27.4,10.9,0.0,0,0,6556
2024-04-28,2024,4,6,1,0,19.9,27.5,12.9,0.0,0,0,6570
2024-04-29,2024,4,0,0,0,19.6,25.6,13.9,0.7,0,0,5430
2024-04-30,2024,4,1,0,0,18.8,24.9,12.6,0.1,0,0,5443
2024-05-01,2024,5,2,0,1,19.1,25.5,13.5,0.0,0,0,8842
2024-05-02,2024,5,3,0,1,18.6,26.7,13.4,0.7,0,0,8360
2024-05-03,2024,5,4,0,1,17.5,23.8,12.7,1.5,0,0,8988
2024-05-04,2024,5,5,1,0,18.6,26.7,11.0,0.0,0,0,6597
2024-05-05,2024,5,6,1,0,17.5,23.5,12.7,0.0,0,0,6232
2024-05-06,2024,5,0,0,0,17.7,23.6,12.4,0.0,0,0,5336
2024-05-07,2024,5,1,0,0,19.3,26.0,12.4,0.0,0,0,5077
2024-05-08,2024,5,2,0,0,19.2,23.8,14.6,1.3,0,0,5367
2024-05-09,2024,5,3,0,0,18.8,23.2,14.1,0.1,0,0,5445
2024-05-10,2024,5,4,0,0,19.0,25.9,13.0,0.0,0,0,5598
2024-05-11,2024,5,5,1,0,19.0,24.6,13.9,0.3,0,0,6430
2024-05-12,2024,5,6,1,0,19.9,26.3,13.4,0.2,0,0,6420
2024-05-13,2024,5,0,0,0,20.6,26.7,14.5,0.1,0,0,5381
2024-05-14,2024,5,1,0,0,22.2,29.7,15.5,0.0,0,0,5417
2024-05-15,2024,5,2,0,0,22.7,29.8,14.8,0.0,0,0,5332
2024-05-16,2024,5,3,0,0,22.6,29.6,17.1,0.6,0,0,5498
2024-05-17,2024,5,4,0,0,23.0,30.2,16.7,0.1,0,0,5440
2024-05-18,2024,5,5,1,0,21.9,29.7,15.7,0.0,0,0,6519
2024-05-19,2024,5,6,1,0,21.4,29.7,15.1,0.1,0,0,6522
2024-05-20,2024,5,0,0,0,17.1,20.2,15.4,11.5,0,0,5462
2024-05-21,2024,5,1,0,0,19.2,24.9,14.5,0.0,0,0,5169
2024-05-22,2024,5,2,0,0,19.9,26.5,14.2,0.0,0,0,5616
2024-05-23,2024,5,3,0,0,20.4,27.5,15.2,5.7,0,0,5073
2024-05-24,2024,5,4,0,0,21.2,27.6,15.1,0.1,0,0,6093
2024-05-25,2024,5,5,1,0,21.6,27.3,16.7,0.2,0,0,6402
2024-05-26,2024,5,6,1,0,21.1,26.6,16.9,0.5,0,0,6497
2024-05-27,2024,5,0,0,0,19.7,23.6,17.6,9.1,0,0,5286
2024-05-28,2024,5,1,0,0,19.8,23.2,17.9,8.6,0,0,5360
2024-05-29,2024,5,2,0,0,20.8,26.0,17.9,2.8,0,0,5197
2024-05-30,2024,5,3,0,0,21.2,27.4,16.5,0.0,0,0,5787
2024-05-31,2024,5,4,0,0,21.4,26.7,16.9,0.8,0,0,5405
2024-06-01,2024,6,5,1,0,22.0,27.8,17.5,2.3,0,0,6525
2024-06-02,2024,6,6,1,0,21.9,26.6,17.8,0.2,0,0,6858
2024-06-03,2024,6,0,0,0,21.6,27.3,16.8,0.6,0,0,5273
2024-06-04,2024,6,1,0,0,22.5,28.9,16.8,0.0,0,0,5662
2024-06-05,2024,6,2,0,0,22.3,29.0,17.8,2.1,0,0,5721
2024-06-06,2024,6,3,0,0,22.6,28.1,18.0,1.9,0,0,5482
2024-06-07,2024,6,4,0,0,22.7,29.0,18.3,0.3,0,0,5295
2024-06-08,2024,6,5,1,0,22.7,28.9,18.0,1.2,0,0,6866
2024-06-09,2024,6,6,1,0,21.6,26.5,18.8,11.1,0,0,6548
2024-06-10,2024,6,0,0,1,21.7,27.0,18.2,4.8,0,0,8622
2024-06-11,2024,6,1,0,0,22.9,27.9,18.5,0.2,0,0,5393
2024-06-12,2024,6,2,0,0,21.8,27.2,18.3,0.7,0,0,5612
2024-06-13,2024,6,3,0,0,21.8,26.5,18.2,0.3,0,0,5562
2024-06-14,2024,6,4,0,0,22.3,28.7,18.4,0.9,0,0,5278
2024-06-15,2024,6,5,1,0,21.0,24.9,18.8,14.6,0,0,6200
2024-06-16,2024,6,6,1,0,22.0,26.6,18.4,2.3,0,0,6687
2024-06-17,2024,6,0,0,0,21.9,28.8,18.1,1.0,0,0,5554
2024-06-18,2024,6,1,0,0,21.9,27.0,17.9,0.2,0,0,4990
2024-06-19,2024,6,2,0,0,21.7,27.4,18.0,0.7,0,0,5950
2024-06-20,2024,6,3,0,0,22.0,26.6,17.3,0.9,0,0,5480
2024-06-21,2024,6,4,0,0,22.9,28.9,17.6,0.0,0,0,5340
2024-06-22,2024,6,5,1,0,23.3,29.7,18.6,0.3,0,0,6404
2024-06-23,2024,6,6,1,0,23.1,29.5,18.5,1.1,0,0,6557
2024-06-24,2024,6,0,0,0,20.5,23.9,18.8,25.4,0,0,4914
2024-06-25,2024,6,1,0,0,19.9,24.2,17.7,7.1,0,0,5289
2024-06-26,2024,6,2,0,0,21.0,25.8,17.4,9.9,0,0,5465
2024-06-27,2024,6,3,0,0,20.4,24.0,18.4,12.9,0,0,5391
2024-06-28,2024,6,4,0,0,21.0,25.7,18.4,4.6,0,0,5265
2024-06-29,2024,6,5,1,0,20.3,23.7,18.0,4.3,0,0,6467
2024-06-30,2024,6,6,1,0,19.5,22.0,18.1,3.6,0,0,6559
2024-07-01,2024,7,0,0,0,18.9,20.8,17.9,20.6,0,0,4979
2024-07-02,2024,7,1,0,0,19.1,21.5,17.6,6.8,0,0,5662
2024-07-03,2024,7,2,0,0,21.0,25.6,17.9,6.3,0,0,5597
2024-07-04,2024,7,3,0,0,19.7,23.0,17.9,4.9,0,0,5183
2024-07-05,2024,7,4,0,0,20.6,25.3,18.0,2.7,0,0,5347
2024-07-06,2024,7,5,1,0,20.8,25.3,17.9,0.4,0,0,6341
2024-07-07,2024,7,6,1,0,21.4,25.7,17.9,0.7,0,0,6546
2024-07-08,2024,7,0,0,0,21.5,26.2,18.3,0.2,0,0,5497
2024-07-09,2024,7,1,0,0,21.4,25.4,18.5,0.3,0,0,5473
2024-07-10,2024,7,2,0,0,21.0,25.1,18.4,7.2,0,0,5359
2024-07-11,2024,7,3,0,0,20.6,24.4,18.1,1.9,0,0,5476
2024-07-12,2024,7,4,0,0,20.9,24.6,18.6,2.5,0,0,5196
2024-07-13,2024,7,5,1,0,21.8,27.2,18.4,1.2,0,0,6896
2024-07-14,2024,7,6,1,0,21.6,25.1,19.0,0.3,0,0,6381
2024-07-15,2024,7,0,0,0,21.2,25.5,18.6,0.5,0,0,5530
2024-07-16,2024,7,1,0,0,21.8,26.0,18.3,0.0,0,0,5187
2024-07-17,2024,7,2,0,0,21.9,25.7,18.7,0.0,0,0,5588
2024-07-18,2024,7,3,0,0,22.5,26.9,19.1,0.4,0,0,5323
2024-07-19,2024,7,4,0,0,23.1,27.9,18.6,0.4,0,0,5387
2024-07-20,2024,7,5,1,0,22.4,26.8,18.9,0.8,0,0,6609
2024-07-21,2024,7,6,1,0,19.9,20.8,19.2,17.7,0,0,6113
2024-07-22,2024,7,0,0,0,21.2,26.3,17.6,1.4,0,0,5670
2024-07-23,2024,7,1,0,0,22.4,27.1,18.2,0.8,0,0,5561
2024-07-24,2024,7,2,0,0,22.3,27.7,18.6,2.9,0,0,5527
2024-07-25,2024,7,3,0,0,21.7,26.4,18.1,6.8,0,0,5412
2024-07-26,2024,7,4,0,0,22.3,27.5,18.5,14.1,0,0,5438
2024-07-27,2024,7,5,1,0,23.1,28.0,18.9,0.0,0,0,6361
2024-07-28,2024,7,6,1,0,23.6,28.9,19.3,0.6,0,0,6593
2024-07-29,2024,7,0,0,0,21.6,26.0,19.2,14.1,0,0,4887
2024-07-30,2024,7,1,0,0,19.6,20.8,19.0,36.1,0,0,5329
2024-07-31,2024,7,2,0,0,20.5,24.4,18.2,5.1,0,0,5549
2024-08-01,2024,8,3,0,0,21.9,28.4,16.7,0.0,0,0,5248
2024-08-02,2024,8,4,0,0,22.0,27.5,17.8,0.1,0,0,5485
2024-08-03,2024,8,5,1,0,21.2,26.3,17.8,2.1,0,0,6621
2024-08-04,2024,8,6,1,0,20.1,23.0,18.7,17.0,0,0,6253
2024-08-05,2024,8,0,0,0,20.0,23.0,17.8,9.0,0,0,5194
2024-08-06,2024,8,1,0,0,20.1,25.6,17.1,12.8,0,0,5172
2024-08-07,2024,8,2,0,0,20.6,25.6,17.5,0.5,0,0,5607
2024-08-08,2024,8,3,0,0,21.0,25.5,17.2,0.2,0,0,5421
2024-08-09,2024,8,4,0,0,21.5,27.1,17.5,0.0,0,0,5480
2024-08-10,2024,8,5,1,0,20.3,24.1,18.2,8.1,0,0,6475
2024-08-11,2024,8,6,1,0,20.2,23.7,18.1,22.3,0,0,5970
2024-08-12,2024,8,0,0,0,21.6,26.8,17.6,0.1,0,0,5372
2024-08-13,2024,8,1,0,0,21.7,26.8,17.5,0.0,0,0,4999
2024-08-14,2024,8,2,0,0,21.9,26.6,17.3,0.2,0,0,5251
2024-08-15,2024,8,3,0,0,21.4,26.2,16.9,1.3,0,0,4994
2024-08-16,2024,8,4,0,0,19.6,22.5,17.0,18.5,0,0,5145
2024-08-17,2024,8,5,1,0,19.4,22.3,17.1,4.5,0,0,6612
2024-08-18,2024,8,6,1,0,18.7,20.1,17.6,18.2,0,0,5939
2024-08-19,2024,8,0,0,0,19.8,24.3,17.6,9.7,0,0,5128
2024-08-20,2024,8,1,0,0,20.4,24.9,18.1,1.7,0,0,4964
2024-08-21,2024,8,2,0,0,21.3,26.7,17.6,4.6,0,0,5450
2024-08-22,2024,8,3,0,0,21.7,26.8,17.3,0.7,0,0,5293
2024-08-23,2024,8,4,0,0,20.7,24.8,16.2,2.3,0,0,5289
2024-08-24,2024,8,5,1,0,21.1,25.7,17.3,8.9,0,0,6357
2024-08-25,2024,8,6,1,0,20.6,25.6,16.7,10.7,0,0,6176
2024-08-26,2024,8,0,0,0,20.6,24.4,17.2,7.0,0,0,5390
2024-08-27,2024,8,1,0,0,20.3,23.7,17.6,21.1,0,0,5078
2024-08-28,2024,8,2,0,0,21.3,25.1,17.6,17.0,0,0,5118
2024-08-29,2024,8,3,0,0,22.1,27.1,18.3,0.4,0,0,5584
2024-08-30,2024,8,4,0,0,22.0,27.6,18.1,2.3,0,0,5380
2024-08-31,2024,8,5,1,0,20.6,24.1,18.7,22.5,0,0,5843
2024-09-01,2024,9,6,1,0,20.0,23.2,17.6,19.8,0,0,6327
2024-09-02,2024,9,0,0,0,19.7,23.0,17.1,24.5,0,0,5169
2024-09-03,2024,9,1,0,0,19.7,23.9,17.3,3.2,0,0,5409
2024-09-04,2024,9,2,0,0,20.0,23.8,17.7,9.1,0,0,5053
2024-09-05,2024,9,3,0,0,19.0,23.0,16.9,22.9,0,0,4848
2024-09-06,2024,9,4,0,0,19.9,24.5,16.3,2.6,0,0,5379
2024-09-07,2024,9,5,1,0,21.1,25.4,16.4,0.4,0,0,6618
2024-09-08,2024,9,6,1,0,20.9,25.1,17.2,2.0,0,0,6177
2024-09-09,2024,9,0,0,0,20.1,23.7,18.2,19.3,0,0,5499
2024-09-10,2024,9,1,0,0,19.7,23.2,17.2,20.4,0,0,4903
2024-09-11,2024,9,2,0,0,19.2,23.0,16.6,20.5,0,0,5111
2024-09-12,2024,9,3,0,0,18.7,21.9,16.2,12.4,0,0,5176
2024-09-13,2024,9,4,0,0,19.3,24.7,16.1,5.2,0,0,5612
2024-09-14,2024,9,5,1,0,19.6,23.7,16.3,4.1,0,0,6238
2024-09-15,2024,9,6,1,0,20.6,25.9,16.3,0.0,0,0,6315
2024-09-16,2024,9,0,0,1,19.5,23.1,17.0,0.9,0,0,8637
2024-09-17,2024,9,1,0,1,19.6,24.3,16.6,3.6,0,0,8400
2024-09-18,2024,9,2,0,0,20.4,25.0,16.1,0.6,0,0,5730
2024-09-19,2024,9,3,0,0,21.3,25.9,17.7,0.1,0,0,5637
2024-09-20,2024,9,4,0,0,21.6,25.9,17.7,0.2,0,0,5419
2024-09-21,2024,9,5,1,0,21.5,25.6,17.9,0.8,0,0,6363
2024-09-22,2024,9,6,1,0,20.3,25.1,17.2,8.8,0,0,6588
2024-09-23,2024,9,0,0,0,20.1,24.2,15.9,1.4,0,0,5636
2024-09-24,2024,9,1,0,0,20.6,26.3,16.5,0.5,0,0,5272
2024-09-25,2024,9,2,0,0,20.8,25.1,17.5,2.6,0,0,5539
2024-09-26,2024,9,3,0,0,19.1,22.4,17.5,6.3,0,0,5295
2024-09-27,2024,9,4,0,0,19.2,23.3,16.8,3.2,0,0,5141
2024-09-28,2024,9,5,1,0,20.2,25.0,16.5,0.0,0,0,6480
2024-09-29,2024,9,6,1,0,20.5,24.8,16.8,0.0,0,0,6515
2024-09-30,2024,9,0,0,0,19.2,22.6,16.9,16.6,0,0,5275
2024-10-01,2024,10,1,0,1,17.9,20.1,15.9,10.7,0,0,8585
2024-10-02,2024,10,2,0,1,15.6,17.2,14.3,3.4,0,0,8247
2024-10-03,2024,10,3,0,1,17.0,20.5,14.0,1.1,0,0,8498
2024-10-04,2024,10,4,0,1,17.9,20.1,16.5,1.2,0,0,8708
2024-10-05,2024,10,5,1,0,18.6,22.1,16.0,2.4,0,0,6096
2024-10-06,2024,10,6,1,0,19.0,23.0,16.3,0.7,0,0,6629
2024-10-07,2024,10,0,0,1,18.4,21.8,16.0,2.2,0,0,8514
2024-10-08,2024,10,1,0,0,18.2,21.8,15.8,1.0,0,0,5157
2024-10-09,2024,10,2,0,0,18.1,22.3,15.4,4.0,0,0,5202
2024-10-10,2024,10,3,0,0,18.2,22.8,15.3,0.9,0,0,5122
2024-10-11,2024,10,4,0,0,17.7,21.5,14.9,0.8,0,0,5130
2024-10-12,2024,10,5,1,0,17.9,22.3,15.0,0.6,0,0,6751
2024-10-13,2024,10,6,1,0,17.2,21.6,14.4,0.3,0,0,6428
2024-10-14,2024,10,0,0,0,16.9,20.9,14.3,1.8,0,0,5400
2024-10-15,2024,10,1,0,0,16.1,20.1,13.2,2.5,0,0,5081
2024-10-16,2024,10,2,0,0,15.7,19.0,13.2,5.6,0,0,4996
2024-10-17,2024,10,3,0,0,16.4,21.4,13.1,0.0,0,0,5014
2024-10-18,2024,10,4,0,0,16.6,21.4,12.9,0.0,0,0,5202
2024-10-19,2024,10,5,1,0,16.9,23.0,12.4,0.2,0,0,6481
2024-10-20,2024,10,6,1,0,16.7,20.4,13.9,1.6,0,0,6569
2024-10-21,2024,10,0,0,0,16.5,20.5,13.6,0.3,0,0,4960
2024-10-22,2024,10,1,0,0,16.8,20.3,14.4,0.8,0,0,4822
2024-10-23,2024,10,2,0,0,15.5,17.1,14.6,9.9,0,0,5219
2024-10-24,2024,10,3,0,0,16.5,20.7,14.2,1.4,0,0,5110
2024-10-25,2024,10,4,0,0,17.2,22.5,13.1,0.0,0,0,5382
2024-10-26,2024,10,5,1,0,17.4,23.5,13.6,0.0,0,0,6494
2024-10-27,2024,10,6,1,0,16.7,21.0,13.7,0.0,0,0,6561
2024-10-28,2024,10,0,0,0,16.6,21.0,13.4,0.3,0,0,5225
2024-10-29,2024,10,1,0,0,16.5,22.3,12.0,0.2,0,0,5298
2024-10-30,2024,10,2,0,0,16.7,22.8,12.7,0.0,0,0,5090
2024-10-31,2024,10,3,0,0,16.9,22.5,12.7,0.0,0,0,5108
2024-11-01,2024,11,4,0,0,16.8,22.7,12.2,0.4,0,0,5227
2024-11-02,2024,11,5,1,0,16.0,19.7,13.8,5.9,0,0,5876
2024-11-03,2024,11,6,1,0,16.1,21.1,13.0,0.7,0,0,5917
2024-11-04,2024,11,0,0,0,14.7,17.6,12.3,8.6,0,0,4956
2024-11-05,2024,11,1,0,0,13.8,17.0,11.6,4.1,0,0,5272
2024-11-06,2024,11,2,0,0,13.2,15.1,11.3,8.5,0,0,5070
2024-11-07,2024,11,3,0,0,12.3,13.0,11.0,39.4,0,0,5041
